bill_billing_period_end_date,bill_billing_period_start_date,identity_time_interval,line_item_operation,line_item_product_code,line_item_unblended_cost,pricing_public_on_demand_cost,pricing_term,product_from_region_code,product_product_family,product_region_code,product_servicecode
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-15T00:00:00Z/2025-09-16T00:00:00Z,RunInstances,AmazonEC2,1.5666E-6,1.5666E-6,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-23T00:00:00Z/2025-09-24T00:00:00Z,RunInstances,AmazonEC2,9.0E-9,9.0E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-25T00:00:00Z/2025-09-26T00:00:00Z,RunInstances,AmazonEC2,0.0270476635,0.0270476636,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-29T00:00:00Z/2025-09-30T00:00:00Z,RunInstances,AmazonEC2,1.342E-7,1.341E-7,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-01T00:00:00Z/2025-09-02T00:00:00Z,CreateSnapshot,AmazonEC2,3.930664E-4,3.930664E-4,OnDemand,,Storage Snapshot,us-east-2,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-14T00:00:00Z/2025-09-15T00:00:00Z,RunInstances,AmazonEC2,12.0,12.0,OnDemand,,Compute Instance,ap-southeast-1,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-18T00:00:00Z/2025-09-19T00:00:00Z,RunInstances,AmazonEC2,2.21E-8,2.21E-8,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-11T00:00:00Z/2025-09-12T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-27T00:00:00Z/2025-09-28T00:00:00Z,CreateVpnConnection,AmazonVPC,5.73E-8,5.7E-8,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-02T00:00:00Z/2025-09-03T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-16T00:00:00Z/2025-09-17T00:00:00Z,RunInstances,AmazonEC2,4.589E-7,4.586E-7,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-30T00:00:00Z/2025-10-01T00:00:00Z,RunInstances,AmazonEC2,4.5E-9,4.5E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-20T00:00:00Z/2025-09-21T00:00:00Z,RunInstances,AmazonEC2,0.0,0.0,OnDemand,,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-28T00:00:00Z/2025-09-29T00:00:00Z,CopyObject,AmazonS3,1.0E-5,1.0E-5,OnDemand,,API Request,ap-southeast-1,AmazonS3
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-26T00:00:00Z/2025-09-27T00:00:00Z,RunInstances,AmazonEC2,0.0,4.4544,Reserved,,Compute Instance,us-east-2,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-02T00:00:00Z/2025-09-03T00:00:00Z,AssociateAddressVPC,AmazonVPC,0.36,0.36,OnDemand,,,ap-southeast-1,AmazonVPC
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-02T00:00:00Z/2025-09-03T00:00:00Z,StandardStorage,AmazonS3,3.96E-7,3.96E-7,OnDemand,,Storage,ap-southeast-1,AmazonS3
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-15T00:00:00Z/2025-09-16T00:00:00Z,RunInstances,AmazonEC2,0.0,0.0,OnDemand,,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-21T00:00:00Z/2025-09-22T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-27T00:00:00Z/2025-09-28T00:00:00Z,PublicIP-In,AmazonEC2,2.4E-8,2.5E-8,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-03T00:00:00Z/2025-09-04T00:00:00Z,ListAllMyBuckets,AmazonS3,5.349E-7,5.349E-7,OnDemand,us-east-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-13T00:00:00Z/2025-09-14T00:00:00Z,PublicIP-Out,AmazonEC2,2.1E-9,2.1E-9,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-23T00:00:00Z/2025-09-24T00:00:00Z,RunInstances,AmazonEC2,2.1848E-5,2.18479E-5,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-12T00:00:00Z/2025-09-13T00:00:00Z,APS1-TimedStorage-ByteHrs,AmazonECR,0.002913912,0.0029139108,OnDemand,,EC2 Container Registry,ap-southeast-1,AmazonECR
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-27T00:00:00Z/2025-09-28T00:00:00Z,PublicIP-Out,AmazonEC2,6.229E-7,6.229E-7,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-07T00:00:00Z/2025-09-08T00:00:00Z,AssociateAddressVPC,AmazonVPC,0.36,0.36,OnDemand,,,ap-southeast-1,AmazonVPC
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-23T00:00:00Z/2025-09-24T00:00:00Z,RunInstances,AmazonEC2,8.413E-7,8.413E-7,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-17T00:00:00Z/2025-09-18T00:00:00Z,CreateVpnConnection,AmazonVPC,1.2,1.2,OnDemand,,Cloud Connectivity,ap-southeast-1,AmazonVPC
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-20T00:00:00Z/2025-09-21T00:00:00Z,PublicIP-Out,AmazonEC2,3.0736E-6,3.0736E-6,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-27T00:00:00Z/2025-09-28T00:00:00Z,CreateVolume-Gp2,AmazonEC2,1.3600000008,1.3600000001,OnDemand,,Storage,us-east-2,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-04T00:00:00Z/2025-09-05T00:00:00Z,CreateVpnConnection,AmazonVPC,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-02T00:00:00Z/2025-09-03T00:00:00Z,PublicIP-Out,AmazonEC2,3.60067E-5,3.60067E-5,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-18T00:00:00Z/2025-09-19T00:00:00Z,RunInstances,AmazonEC2,8.9E-9,8.9E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-24T00:00:00Z/2025-09-25T00:00:00Z,MetricStorage:AWS/EC2,AmazonCloudWatch,0.0700000008,0.0699999998,OnDemand,,Metric,us-east-2,AmazonCloudWatch
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-17T00:00:00Z/2025-09-18T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-07T00:00:00Z/2025-09-08T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-27T00:00:00Z/2025-09-28T00:00:00Z,CreateVolume-Gp3,AmazonEC2,4.1599999992,4.1600000001,OnDemand,,Storage,ap-southeast-1,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-09T00:00:00Z/2025-09-10T00:00:00Z,RunInstances,AmazonEC2,5.6123E-6,5.6122E-6,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-29T00:00:00Z/2025-09-30T00:00:00Z,RunInstances,AmazonEC2,2.676E-7,2.675E-7,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-24T00:00:00Z/2025-09-25T00:00:00Z,AssociateAddressVPC,AmazonVPC,0.12,0.12,OnDemand,,,us-east-2,AmazonVPC
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-11T00:00:00Z/2025-09-12T00:00:00Z,NatGateway,AmazonEC2,1.416,1.416,OnDemand,,NAT Gateway,ap-southeast-1,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-29T00:00:00Z/2025-09-30T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-26T00:00:00Z/2025-09-27T00:00:00Z,RunInstances,AmazonEC2,5.501E-7,5.502E-7,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-16T00:00:00Z/2025-09-17T00:00:00Z,PublicIP-Out,AmazonEC2,2.526E-7,2.526E-7,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-23T00:00:00Z/2025-09-24T00:00:00Z,HourlyStorageMetering,AmazonCloudWatch,0.0212009806,0.0212009806,OnDemand,,Storage Snapshot,eu-central-1,AmazonCloudWatch
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-06T00:00:00Z/2025-09-07T00:00:00Z,CreateSnapshot,AmazonEC2,3.922526E-4,3.922526E-4,OnDemand,,Storage Snapshot,us-east-2,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-16T00:00:00Z/2025-09-17T00:00:00Z,CreateDBInstance:0012,AmazonRDS,1.1500000008,1.1499999999,OnDemand,,Database Storage,ap-southeast-1,AmazonRDS
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-02T00:00:00Z/2025-09-03T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-18T00:00:00Z/2025-09-19T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-06T00:00:00Z/2025-09-07T00:00:00Z,CreateVpnConnection,AmazonVPC,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-25T00:00:00Z/2025-09-26T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-29T00:00:00Z/2025-09-30T00:00:00Z,CreateSnapshot,AmazonEC2,0.2199595133,0.2199595133,OnDemand,,Storage Snapshot,us-east-2,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-01T00:00:00Z/2025-09-02T00:00:00Z,,AWSQueueService,0.0,0.0,,,,,
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-01T00:00:00Z/2025-09-02T00:00:00Z,RunInstances,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-26T00:00:00Z/2025-09-27T00:00:00Z,CreateVpnConnection,AmazonVPC,7.0E-9,7.0E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-24T00:00:00Z/2025-09-25T00:00:00Z,StandardStorage,AmazonS3,3.6243E-6,3.6243E-6,OnDemand,,Storage,ap-southeast-1,AmazonS3
